case_id,category,critical_value_type,polarity_class,expected_class,expected_behavior,outcome,correct,pass,forced_abstain,reason_class,failure_codes,arm,details_json
C11,CORRECTIVE,NUMBER,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute, not 100."", ""start"": 21, ""unit"": null, ""value"": ""120""}, {""end"": 53, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute, not 100."", ""start"": 50, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.042, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.138, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute, not 100."", ""start"": 21, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The correct limit is 120 requests per minute, not 100."", ""per_support"": [{""matching_local_context"": [""The correct limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 21, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 53, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute, not 100."", ""start"": 50, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The correct limit is 120 requests per minute, not 100."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""The correct limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 21, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C12,CORRECTIVE,DURATION,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 24, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""start"": 17, ""unit"": ""day"", ""value"": ""90""}, {""end"": 41, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""start"": 34, ""unit"": ""day"", ""value"": ""30""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.13, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 24, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""start"": 17, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""per_support"": [{""matching_local_context"": [""The CLI value is 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 24, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 17, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 41, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""start"": 34, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The CLI value is 90 days, not the 30 days in the question."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 24, ""kind"": ""DURATION"", ""local_context"": ""The CLI value is 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 17, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C13,CORRECTIVE,NUMBER,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""start"": 19, ""unit"": null, ""value"": ""120""}, {""end"": 42, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""start"": 39, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.04, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.136, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""start"": 19, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""per_support"": [{""matching_local_context"": [""The API default is 120 per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 19, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 42, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""start"": 39, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The API default is 120 per minute, not 100 as proposed."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The API default is 120 per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 19, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N01,NEGATED_ASSERTION,DURATION,NEGATED_ASSERTION,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 39, ""kind"": ""DURATION"", ""local_context"": ""The token does not expire after 90 days."", ""start"": 32, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.022, ""critical_value_count"": 1, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.063, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 39, ""kind"": ""DURATION"", ""local_context"": ""The token does not expire after 90 days."", ""start"": 32, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The token does not expire after 90 days."", ""per_support"": [{""matching_local_context"": [""The token expires after 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 31, ""kind"": ""DURATION"", ""local_context"": ""The token expires after 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N02,NEGATED_ASSERTION,DURATION,NEGATED_ASSERTION,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 39, ""kind"": ""DURATION"", ""local_context"": ""The token does not expire after 30 days."", ""start"": 32, ""unit"": ""day"", ""value"": ""30""}], ""baseline_duration_ms"": 0.02, ""critical_value_count"": 1, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.08, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 39, ""kind"": ""DURATION"", ""local_context"": ""The token does not expire after 30 days."", ""start"": 32, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The token does not expire after 30 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 31, ""kind"": ""DURATION"", ""local_context"": ""The token expires after 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N03,NEGATED_ASSERTION,NUMBER,NEGATED_ASSERTION,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 26, ""kind"": ""NUMBER"", ""local_context"": ""The API does not allow 500 requests per minute."", ""start"": 23, ""unit"": null, ""value"": ""500""}], ""baseline_duration_ms"": 0.026, ""critical_value_count"": 1, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.098, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 26, ""kind"": ""NUMBER"", ""local_context"": ""The API does not allow 500 requests per minute."", ""start"": 23, ""unit"": null, ""value"": ""500""}, ""answer_local_context"": ""The API does not allow 500 requests per minute."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 18, ""kind"": ""NUMBER"", ""local_context"": ""The API allows 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 15, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N04,NEGATED_ASSERTION,VERSION,NEGATED_ASSERTION,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,PASS,False,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 32, ""kind"": ""VERSION"", ""local_context"": ""The service is not version 8.1.2."", ""start"": 19, ""unit"": null, ""value"": ""8.1.2""}], ""baseline_duration_ms"": 0.023, ""critical_value_count"": 1, ""critical_value_type"": ""VERSION"", ""duration_ms"": 0.09, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 32, ""kind"": ""VERSION"", ""local_context"": ""The service is not version 8.1.2."", ""start"": 19, ""unit"": null, ""value"": ""8.1.2""}, ""answer_local_context"": ""The service is not version 8.1.2."", ""per_support"": [{""matching_local_context"": [""The service is version 8.1.2.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 28, ""kind"": ""VERSION"", ""local_context"": ""The service is version 8.1.2."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 15, ""unit"": null, ""value"": ""8.1.2""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N05,NEGATED_ASSERTION,NUMBER,NEGATED_ASSERTION,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 20, ""kind"": ""NUMBER"", ""local_context"": ""The value is not 100 requests per minute."", ""start"": 17, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.027, ""critical_value_count"": 1, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.098, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 20, ""kind"": ""NUMBER"", ""local_context"": ""The value is not 100 requests per minute."", ""start"": 17, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The value is not 100 requests per minute."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N06,NEGATED_ASSERTION,NUMBER,NEGATED_ASSERTION,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 30, ""kind"": ""NUMBER"", ""local_context"": ""The endpoint cannot return 429."", ""start"": 27, ""unit"": null, ""value"": ""429""}], ""baseline_duration_ms"": 0.023, ""critical_value_count"": 1, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.064, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 30, ""kind"": ""NUMBER"", ""local_context"": ""The endpoint cannot return 429."", ""start"": 27, ""unit"": null, ""value"": ""429""}, ""answer_local_context"": ""The endpoint cannot return 429."", ""per_support"": [{""matching_local_context"": [""The endpoint returns 429 on rate limit.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""The endpoint returns 429 on rate limit."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 21, ""unit"": null, ""value"": ""429""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N07,NEGATED_ASSERTION,IDENTIFIER,NEGATED_ASSERTION,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,PASS,False,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 25, ""kind"": ""NUMBER"", ""local_context"": ""The issue is not CVE-2024-1234."", ""start"": 21, ""unit"": null, ""value"": ""2024""}, {""end"": 30, ""kind"": ""NUMBER"", ""local_context"": ""The issue is not CVE-2024-1234."", ""start"": 26, ""unit"": null, ""value"": ""1234""}], ""baseline_duration_ms"": 0.042, ""critical_value_count"": 2, ""critical_value_type"": ""IDENTIFIER"", ""duration_ms"": 0.06, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 25, ""kind"": ""NUMBER"", ""local_context"": ""The issue is not CVE-2024-1234."", ""start"": 21, ""unit"": null, ""value"": ""2024""}, ""answer_local_context"": ""The issue is not CVE-2024-1234."", ""per_support"": [{""matching_local_context"": [""The issue is CVE-2024-1234.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 21, ""kind"": ""NUMBER"", ""local_context"": ""The issue is CVE-2024-1234."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 17, ""unit"": null, ""value"": ""2024""}, {""end"": 26, ""kind"": ""NUMBER"", ""local_context"": ""The issue is CVE-2024-1234."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 22, ""unit"": null, ""value"": ""1234""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 30, ""kind"": ""NUMBER"", ""local_context"": ""The issue is not CVE-2024-1234."", ""start"": 26, ""unit"": null, ""value"": ""1234""}, ""answer_local_context"": ""The issue is not CVE-2024-1234."", ""per_support"": [{""matching_local_context"": [""The issue is CVE-2024-1234.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 21, ""kind"": ""NUMBER"", ""local_context"": ""The issue is CVE-2024-1234."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 17, ""unit"": null, ""value"": ""2024""}, {""end"": 26, ""kind"": ""NUMBER"", ""local_context"": ""The issue is CVE-2024-1234."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 22, ""unit"": null, ""value"": ""1234""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
N08,NEGATED_ASSERTION,NUMBER,NEGATED_ASSERTION,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 31, ""kind"": ""NUMBER"", ""local_context"": ""The service does not permit 120 requests per minute."", ""start"": 28, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.028, ""critical_value_count"": 1, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.078, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 31, ""kind"": ""NUMBER"", ""local_context"": ""The service does not permit 120 requests per minute."", ""start"": 28, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The service does not permit 120 requests per minute."", ""per_support"": [{""matching_local_context"": [""The service permits 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 23, ""kind"": ""NUMBER"", ""local_context"": ""The service permits 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 20, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M01,COMPARISON,NUMBER,COMPARISON_VALUE,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""120 is greater than 100."", ""start"": 0, ""unit"": null, ""value"": ""120""}, {""end"": 23, ""kind"": ""NUMBER"", ""local_context"": ""120 is greater than 100."", ""start"": 20, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.037, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.111, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""120 is greater than 100."", ""start"": 0, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""120 is greater than 100."", ""per_support"": [{""matching_local_context"": [""The documented limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 23, ""kind"": ""NUMBER"", ""local_context"": ""120 is greater than 100."", ""start"": 20, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""120 is greater than 100."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
